Daniel Day-Lewis	Daniel Day-Lewis	male	Sugarloaf Mountain	Wicklow	Ireland	left	married	NA
John Keats	John Keats	male	Moorgate	London	UK	left	single	NA
John Lennon	John Lennon	male	NA	Liverpool	UK	left	married to Yoko Ono	NA
John Maynard Keynes	John-Maynard Keynes	male	NA	Cambridge	UK	moderate	married	NA
John McCain	John McCain	male	Phoenix	Arizona	USA	left	married	NA
John McEnroe	John McEnroe	male	Manhattan	New York City	USA	libertarian	divorced from Tatum O'Neil	NA
John Travolta	John Travolta	male	Clearwater	Florida	USA	NA	married	NA
John Wayne	John Wayne	male	Beverly Hills	California	USA	right	married	NA
Johnny Cash	Johnny Cash	male	Nashville	Tennessee	USA	left	married to June Carter	NA
Jon Stewart	Jon Stewart	male	Manhattan	New York City	USA	left	married	NA
Jonathan Swift	Jonathan Swift	male	Westland Row	Dublin	Ireland	moderate	NA	NA
Joseph Goebbels	Joseph Goebbels	male	NA	Berlin	Germany	right	married	NA
Joseph Stalin	Joseph Stalin	male	NA	Moscow	Russia	left	married	NA
Judas Iscariot	Judas Iscariot	male	NA	Jerusalem	Israel	NA	single	NA
Judge Judy Sheindlin	Judy Sheindlin	female	Naples	Florida	USA	right	married	NA
Julia Child	Julia Child	female	Montecito	California	USA	NA	married	NA
Julia Roberts	Julia Roberts	female	Smyrna	Georgia	USA	left	married	NA
Justin Bieber	Justin Bieber	male	London	Ontario	Canada	NA	single	NA
Justin Timberlake	Justin Timberlake	male	Greenwich	Connecticut	USA	NA	dating Jessica Biel	NA
Kim Kardashian	Kim Kardashian	female	Beverly Hills	California	USA	NA	married to Kanye West	NA
Kanye West	Kanye West	male	Atlanta	Georgia	USA	NA	married to Kim Kardashian	NA
Karen Carpenter	Karen Carpenter	female	New Haven	Connecticut	USA	NA	single	NA
Karl Lagerfeld	Karl Lagerfeld	male	NA	Hamburg	Germany	right	dating Jacques de Bascher	NA
Karl Marx	Karl Marx	male	NA	Trier	Germany	left	single	NA
Karl Rove	Karl Rove	male	K Street	Washington D.C.	USA	right	married	NA
Kate Moss	Kate Moss	female	Notting Hill	London	UK	NA	single	NA
Keith Moon	Keith Moon	male	Wembley	London	USA	libertarian	single	NA
Keith Richards	Keith Richards	male	Dartford	Kent	UK	libertarian	single	NA
Kevin Smith	Kevin Smith	male	Red Bank	New Jersey	USA	left	married	NA
Kim Philby	Kim Philby	male	NA	Moscow	Russia	left	married	NA
King Lear	Lear	male	NA	NA	Albion	NA	widowed	fictional
Kobe Bryant	Kobe Bryant	male	Los Angeles	California	USA	NA	NA	NA
Kurt Cobain	Kurt Cobain	male	Seattle	Washington State	USA	left	married to Courtney Love	NA
Kurt Vonnegut	Kurt Vonnegut	male	Manhattan	New York City	USA	left	married	NA
Lance Armstrong	Lance Armstrong	male	Austin	Texas	USA	NA	dating Sheryl Crowe	NA
Lara Croft	Lara Croft	female	Croft Manor	Hatfield	UK	NA	single	fictional
Larry David	Larry David	male	Sheepshead Bay	New York City	USA	NA	divorced	NA
Larry Flynt	Larry Flynt	male	Magoffin County	Kentucky	USA	libertarian	widowed	NA
Larry King	Larry King	male	Brooklyn	New York City	USA	moderate	married	NA
Lee Harvey Oswald	Lee-Harvey Oswald	male	Dallas	Texas	USA	left	married to Marina Oswald	NA
Gordon Gekko	Gordon Gekko	male	Manhattan	New York City	USA	right	married	fictional
Lee Marvin	Lee Marvin	male	Tucson	Arizona	USA	right	single	NA
Leni Riefenstahl	Leni Riefenstahl	male	Schöneberg	Berlin	Germany	right	NA	NA
Lenny Bruce	Lenny Bruce	male	Hollywood Hills	California	USA	left	divorced	NA
Leo Tolstoy	Leo Tolstoy	male	NA	Yasnaya Polyana	Russia	left	married	NA
Lex Luthor	Lex Luthor	male	Lexcorp Tower	Metropolis	USA	right	single	fictional
Lindsay Lohan	Lindsay Lohan	female	Hollywood Hills	California	USA	NA	single	NA
Linus Torvalds	Linus Torvalds	male	Toolo Towers	Helsinki	Finland	NA	married	NA
Lisa Simpson	Lisa Simpson	female	Springfield	NA	USA	left	single	fictional
Lois Lane	Lois Lane	female	The Daily Planet	Metropolis	USA	left	married to Clark Kent	fictional
Lord Byron	George-Gordon Byron	male	Harrow	London	UK	libertarian	married	NA
Lou Reed	Lou Reed	male	Southampton	New York	USA	left	NA	NA
Louis Armstrong	Louis Armstrong	male	Corona	New York City	USA	left	married	NA
Luciano Pavarotti	Luciano Pavarotti	male	NA	Modena	Italy	NA	NA	NA
Ludwig Van Beethoven	Ludwig Van-Beethoven	male	NA	Bonn	Germany	NA	single	NA
Luis Suarez	Luis Suarez	male	NA	Salto	Uruguay	NA	single	NA
Luke Skywalker	Luke Skywalker	male	NA	NA	Tatooine	left	single	fictional
Niccolò Machiavelli	Niccolò Machiavelli	male	NA	Florence	Italy	right	NA	NA
Madonna	Madonna	female	Bay City	Michigan	USA	NA	divorced from Guy Ritchie	NA
Mae West	Mae West	female	Bushwick	New York City	USA	NA	NA	NA
Mahatma Gandhi	Mohandas Gandhi	male	NA	Porbandar	India	left	married	NA
Norma Desmond	Norma Desmond	female	Beverly Hills	California	USA	right	single	fictional
Mao Tse-tung	Mao Tse-tung	male	NA	Shaoshan	China	left	married	NA
Marcel Duchamp	Marcel Duchamp	male	NA	Blainville-Crevon	France	left	married	NA
Marco Pierre White	Marco Pierre-White	male	NA	Leeds	UK	NA	NA	NA
Marco Polo	Marco Polo	male	Korcula	Dubrovnik	Venice Republic	NA	NA	NA
Margaret Thatcher	Margaret Thatcher	female	Grantham	Lincolnshire	UK	right	married to Denis Thatcher	NA
Marge Simpson	Marge Simpson	female	Springfield	NA	USA	left	married to Homer Simpson	fictional
Mariah Carey	Mariah Carey	female	Long Island	New York	USA	NA	married	NA
Marilyn Monroe	Marilyn Monroe	female	Los Angeles	California	USA	NA	divorced from Joe DiMaggio	NA
Mark Twain	Mark Twain	male	Redding	Connecticut	USA	moderate	married	NA
Marlene Dietrich	Marlene Dietrich	female	Schöneberg	Berlin	Germany	NA	NA	NA
Marlon Brando	Marlon Brando	male	Omaha	Nebraska	USA	left	single	NA
Martha Stewart	Martha Stewart	female	Jersey City	New Jersey	USA	right	single	NA
Martin Luther King	Martin-Luther King	male	Atlanta	Georgia	USA	left	married to Coretta Scott King	NA
Mata Hari	Mata Hari	female	Leeuwarden	Friesland	Netherlands	NA	single	NA
Matt Drudge	Matt Drudge	male	Takoma Park	Maryland	USA	right	NA	NA
Megan Fox	Megan Fox	female	Oak Ridge	Tennessee	USA	NA	single	NA
Mel Brooks	Mel Brooks	male	Catskills	New York	USA	left	widowed by Anne Bancroft	NA
Mel Gibson	Mel Gibson	male	Peekskill	New York	USA	right	divorced	NA
Meryl Streep	Meryl Streep	female	Summit	New Jersey	USA	left	married	NA
Mad Max Rockatansky	Max Rockatansky	male	NA	Outback	Australia	libertarian	widowed	fictional
Michael Bay	Michael Bay	male	Los Angeles	California	USA	right	NA	NA
Michael Corleone	Michael Corleone	male	Lake Tahoe	California	USA	right	divorced from Kay Corleone	fictional
Michael Jackson	Michael Jackson	male	Neverland	California	USA	NA	divorced	NA
Michael Jordan	Michael Jordan	male	Chicago	Illinois	USA	NA	married	NA
Michael Moore	Michael Moore	male	Flint	Michigan	USA	left	married	NA
Michael O'Leary	Michael O'Leary	male	Mullingar	Westmeath	Ireland	right	married	NA
Michael Phelps	Michael Phelps	male	Baltimore	Maryland	USA	NA	single	NA
Michelangelo	Michelangelo	male	NA	Caprese	Italy	NA	single	NA
Michelle Obama	Michelle Obama	female	Chicago	Illinois	USA	left	married to Barack Obama	NA
Mick Jagger	Mick Jagger	male	Dartford	Kent	UK	libertarian	divorced from Jerry Hall	NA
Mickey Mouse	Mickey Mouse	male	Disneyworld	Florida	USA	right	dating Minnie Mouse	fictional
Mike Tyson	Mike Tyson	male	Las Vegas	Nevada	USA	NA	divorced	NA
Miles Davis	Miles Davis	male	Alton	Illinois	USA	NA	NA	NA
Miss Jane Marple	Jane Marple	female	NA	Kent	UK	NA	single	fictional
Moses	Moses	male	NA	Giza	Egypt	NA	married to Zipporah	NA
Mother Teresa	Teresa Bojaxhiu	female	NA	Calcutta	India	right	single	NA
Muhammad Ali	Muhammad Ali	male	Louisville	Kentucky	USA	left	married	NA
Benito Mussolini	Benito Mussolini	male	NA	Predappio	Italy	right	married	NA
Adolf Hitler	Adolf Hitler	male	NA	Braunau am Inn	Austria	right	dating Eva Braun	NA
Napoleon Bonaparte	Napoleon Bonaparte	male	Ajaccio	Corsica	France	right	married to Joséphine de Beauharnais	NA
Ned Flanders	Ned Flanders	male	Springfield	NA	USA	right	married to Maude Flanders	fictional
Neil Armstrong	Neil Armstrong	male	Cincinnati	Ohio	USA	NA	married	NA
Nelson Mandela	Nelson Mandela	male	Houghton Estate	Johannesburg	USA	left	divorced from Winnie Mandela	NA
Neville Chamberlain	Neville Chamberlain	male	NA	Birmingham	USA	right	married	NA
Newt Gingrich	Newt Gingrich	male	Harrisburg	Pennsylvania	USA	right	married	NA
Nigella Lawson	Nigella Lawson	female	Wandsworth	London	UK	NA	divorced from Charles Saatchi	NA
Nikola Tesla	Nikola Tesla	male	Wardenclyffe	New York	USA	NA	single	NA
Noah	Noah	male	NA	NA	Mesopotamia	NA	married	NA
Noam Chomsky	Noam Chomsky	male	Cambridge	Massachusetts	USA	left	married to Carol Chomsky	NA
Noël Coward	Noël Coward	male	Teddington	London	UK	NA	NA	NA
Norman Rockwell	Norman Rockwell	male	Stockbridge	Massachusetts	USA	moderate	married	NA
Nostradamus	Nostradamus	male	Saint-Rémy	Provence	France	NA	NA	NA
Obi-wan Kenobi	Obi-wan Kenobi	male	NA	NA	Tatooine	left	single	fictional
Mr. Miyagi	Kesuke Miyagi	male	Sacramento	California	USA	NA	single	fictional
Oprah Winfrey	Oprah Winfrey	female	Chicago	Illinois	USA	moderate	married to Stedman Graham	NA
Orson Welles	Orson Welles	male	Hollywood Hills	California	USA	left	divorced from Rita Hayworth	NA
Wilbur Wright	Wilbur Wright	male	Dayton	Ohio	USA	NA	single	NA
Orville Wright	Orville Wright	male	Dayton	Ohio	USA	NA	single	NA
Oscar Wilde	Oscar Wilde	male	Westland Row	Dublin	Ireland	left	divorced	NA
Ozzy Osbourne	Ozzy Osbourne	male	NA	Buckinghamshire	UK	NA	married to Sharon Osbourne	NA
P. T. Barnum	P.T. Barnum	male	Bridgeport	Connecticut	USA	right	NA	NA
Pablo Picasso	Pablo Picasso	male	NA	Malaga	Spain	left	married	NA
Pac Man	Paco Mann	male	The Core	Machine City	New Earth	libertarian	dating Ms. Pac Man	fictional
Niccolò Paganini	Niccolò Paganini	male	NA	Genoa	Italy	NA	NA	NA
Pamela Anderson	Pamela Anderson	female	Ladysmith	British Columbia	Canada	NA	divorced from Tommy Lee	NA
Paris Hilton	Paris Hilton	female	Beverly Hills	California	USA	right	single	NA
Patch Adams	Patch Adams	male	Gesundheit! Institute	Hillsboro	West Virginia	left	NA	NA
Paul McCartney	Paul McCartney	male	NA	Liverpool	UK	NA	widowed by Linda McCartney	NA
Perry Mason	Perry Mason	male	Los Angeles	California	USA	NA	NA	fictional
Pete Sampras	Pete Sampras	male	Potomac	Maryland	USA	NA	married	NA
Peter Griffin	Peter Griffin	male	Spooner Street	Rhode Island	USA	NA	married to Lois Griffin	fictional
Peter Jackson	Peter Jackson	male	NA	Wellington	New Zealand	NA	married to Fran Walsh	NA
Brian Griffin	Brian Griffin	male	Spooner Street	Rhode Island	USA	left	single	fictional
Peter Pan	Peter Pan	male	Neverland	NA	NA	NA	single	fictional
Spider-Man	Peter Parker	male	Forest Hills	New York City	USA	left	married to Mary-Jane Watson	fictional
Peter Parker	Peter Parker	male	Forest Hills	New York City	USA	left	married to Mary-Jane Watson	fictional
Doctor Stephen Strange	Stephen Strange	male	Greenwich Cillage	New York City	USA	left	NA	fictional
Matt "Daredevil" Murdock	Matt Murdock	male	Hell's Kitchen	New York City	USA	left	dating Karen Page	fictional
Wilson "Kingpin" Fisk	Wilson Fisk	male	Hell's Kitchen	New York City	USA	right	married to Vanessa Fisk	fictional
Plato	Plato	male	NA	Athens	Greece	NA	married	NA
Adrian Monk	Adrian Monk	male	San Francisco	California	USA	left	widowed	fictional
Pontius Pilate	Pontius Pilate	male	NA	Jerusalem	Israel	right	married	NA
Pope Benedict XVI	Joseph Ratzinger	male	NA	Marktl	Germany	right	single	NA
Pope Francis	Jorge Bergoglio	male	Flores	Buenos Aires	Argentina	right	single	NA
Quentin Tarantino	Quentin Tarantino	male	Knoxville	Tennessee	USA	NA	single	NA
Ralph Nader	Ralph Nader	male	Winsted	Connecticut	USA	left	married	NA
Grigori Rasputin	Grigori Rasputin	male	NA	Pokrovskoye	Russia	right	married	NA
Ray Kroc	Ray Kroc	male	San Diego	California	USA	right	married	NA
Raymond Chandler	Raymond Chandler	male	La Jolla	California	USA	NA	married	NA
Richard Branson	Richard Branson	male	Blackheath	London	UK	right	married	NA
Richard Dawkins	Richard Dawkins	male	Jericho	Oxford	UK	NA	married	NA
Richard Nixon	Richard Nixon	male	Whittier	California	USA	right	married to Pat Nixon	NA
Richie Rich	Richie Rich	male	Moneyville	NA	USA	right	single	fictional
Ricky Martin	Ricky Martin	male	San Juan	Puerto Rico	USA	NA	single	NA
Ridley Scott	Ridley Scott	male	South Shields	Newcastle	UK	NA	NA	NA
Ringo Starr	Ringo Starr	male	NA	Liverpool	UK	left	married	NA
Robbie Williams	Robbie Williams	male	Stoke-on-Trent	Staffordshire	UK	NA	married	NA
Robert De Niro	Robert De-Niro	male	 Greenwich Village	New York City	USA	left	married	NA
Robert Redford	Robert Redford	male	Park City	Utah	USA	left	married	NA
Robin Hood	Robin Hood	male	Sherwood Forest	Nottingham	UK	left	dating Maid Marion	fictional
Robin Williams	Robin Williams	male	Paradise Cay	California	USA	NA	married	NA
Robinson Crusoe	Robinson Crusoe	male	NA	Más a Tierra	Chile	NA	single	fictional
Rocky Balboa	Rocky Balboa	male	Kensington	Pennsylvania	USA	NA	married to Adrian Balboa	fictional
Roger Federer	Roger Federer	male	NA	Basel	Switzerland	NA	married	NA
Ron Weasley	Ron Weasley	male	Hogwarts	Scotland	UK	NA	dating Hermione Granger	fictional
Rudy Giuliani	Rudy Giuliani	male	Manhattan	New York City	USA	right	married	NA
Rupert Murdoch	Rupert Murdoch	male	Fifth Avenue	New York City	USA	right	divorced from Wendi Deng	NA
Rush Limbaugh	Rush Limbaugh	male	Cape Girardeau	Missouri	USA	right	married	NA
Russell Crowe	Russell Crowe	male	NA	Wellington	New Zealand	NA	married	NA
Salman Rushdie	Salman Rushdie	male	NA	Bombay	India	left	NA	NA
Salvador Dali	Salvador Dali	male	NA	Figueres	Spain	NA	married to Gala Dali	NA
Sam Spade	Sam Spade	male	San Francisco	California	USA	NA	single	fictional
Philip Marlowe	Philip Marlowe	male	Bay City	California	USA	NA	single	fictional
Samson	Samson	male	NA	NA	Israel	NA	dating Delilah	NA
Samuel Johnson	Samuel Johnson	male	Lichfield	Staffordshire	UK	NA	single	NA
Samuel Pepys	Samuel Pepys	male	Clapham	London	UK	NA	married	NA
Santa Claus	Santa Claus	male	NA	NA	North Pole	NA	married to Mrs. Claus	fictional
Sarah Palin	Sarah Palin	female	Wasilla	Alaska	USA	right	married	NA
Savonarola	Savonarola	male	NA	Florence	Italy	right	single	NA
Scipio Africanus	Scipio Africanus	male	NA	Rome	Italy	NA	married	NA
Sean Connery	Sean Connery	male	Fountainbridge	Edinburgh	Scotland	NA	married	NA
Seth MacFarlane	Seth MacFarlane	male	Kent	Connecticut	USA	left	single	NA
Matt Groening	Matt Groening	male	The Android's Dungeon	Oregon	USA	left	married to Agustina Picasso	NA
Sherlock Holmes	Sherlock Holmes	male	221B Baker Street	London	UK	NA	single	fictional
Shirley Temple	Shirley Temple	female	Santa Monica	California	USA	NA	single	NA
Sid Vicious	Sid Vicious	male	Lewisham	London	UK	left	dating Nancy Spungen	NA
Sigmund Freud	Sigmund Freud	male	NA	Vienna	Austria	NA	married	NA
Simon Cowell	Simon Cowell	male	Lambeth	London	UK	NA	single	NA
Sheldon Cooper	Sheldon Cooper	male	Galveston	Texas	USA	NA	dating Amy Farrah-Fowler	fictional
Leonard Hofstadter	Leonard Hofstadter	male	Pasadena	California	USA	left	dating Penny	fictional
Spongebob Squarepants	Spongebob Squarepants	male	Pineapple-on-sea	Bikini Bottom	Under-The-Sea	NA	single	fictional
Stan Lee	Stan Lee	male	Beverly Hills	California	USA	NA	married	NA
Squidward Tentacles	Squidward Tentacles	male	NA	Bikini Bottom	Under-The-Sea	NA	single	fictional
Stephen Colbert	Stephen Colbert	male	NA	Washington D.C.	USA	right	married	NA
Stephen Hawking	Stephen Hawking	male	NA	Oxford	UK	NA	married	NA
Mr. Krabs	Mr. Krabs	male	NA	Bikini Bottom	Under-The-Sea	right	NA	fictional
Steve Ballmer	Steve Ballmer	male	Seattle	Washington State	USA	right	married	NA
Steve Jobs	Steve Jobs	male	Cupertino	California	USA	left	married	NA
Steve Martin	Steve Martin	male	Waco	Texas	USA	left	married	NA
Steven Spielberg	Steven Spielberg	male	Beverly Hills	California	USA	NA	married to Kate Capshaw	NA
Stewie Griffin	Stewie Griffin	male	Spooner Street	Rhode Island	USA	right	single	fictional
Sun Tzu	Sun Tzu	male	NA	Qi	China	NA	NA	NA
Svengali	Svengali	male	NA	NA	NA	right	NA	fictional
Sylvester Stallone	Sylvester Stallone	male	Beverly Hills	California	USA	right	NA	NA
John Rambo	John Rambo	male	Bowie	Arizona	USA	right	single	fictional
Tarzan	Tarzan Greystoke	male	Greystoke	Cumbria	UK	NA	dating Lady Jane Porter	fictional
Theodore Roosevelt	Theodore Roosevelt	male	Cove Neck	New York	USA	moderate	married	NA
Thomas Edison	Thomas Edison	male	Menlo Park	New Jersey	USA	right	married	NA
Thomas Pynchon	Thomas Pynchon	male	Glen Cove	New York	USA	NA	NA	NA
Tiger Woods	Tiger Woods	male	Cypress	California	USA	NA	divorced	NA
Tina Turner	Tina Turner	female	Nutbush	Tennessee	USA	NA	divorced from Ike Turner	NA
Tom Cruise	Tom Cruise	male	Syracuse	New York	USA	NA	divorced from Katy Holmes	NA
Tom Hanks	Tom Hanks	male	Concord	California	USA	left	married	NA
Tom Jones	Tom Jones	male	Treforest	Pontypridd	Wales	NA	NA	NA
Tom Sawyer	Tom Sawyer	male	Saint Petersburg	Missouri	USA	NA	single	fictional
Tom Waits	Tom Waits	male	Pomona	California	USA	left	NA	NA
Tony Blair	Tony Blair	male	NA	Edinburgh	Scotland	moderate	married to Cherie Blair	NA
Huckleberry Finn	Huckleberry Finn	male	Saint Petersburg	Missouri	USA	NA	NA	fictional
Tony Robbins	Tony Robbins	male	Los Angeles	California	USA	NA	married	NA
Tony Soprano	Tony Soprano	male	North Caldwell	New Jersey	USA	right	married to Carmela Soprano	fictional
Tony Stark	Tony Stark	male	Malibu	California	USA	libertarian	dating Pepper Potts	fictional
Tomás de Torquemada	Tomás de-Torquemada	male	NA	Valladolid	USA	right	single	NA
Leon Trotsky	Leon Trotsky	male	NA	Kirovohrad	Ukraine	left	married	NA
Tony Montana	Tony Montana	male	Miami	Florida	USA	right	single	fictional
Victor Meldrew	Victor Meldrew	male	NA	NA	UK	right	married	fictional
Vincent Van Gogh	Vincent Van-Gogh	male	Auvers-sur-Oise	Paris	France	NA	single	NA
Virginia Woolf	Virginia Woolf	female	Bloomsbury	London	UK	NA	married	NA
Vladimir Lenin	Vladimir Lenin	male	Gorki Leninskiye	Moscow Oblast	Russia	left	married	NA
Vladimir Putin	Vladimir Putin	male	Saint Petersburg	NA	Russia	right	divorced	NA
Voltaire	Voltaire	male	NA	Paris	France	left	NA	NA
Carl Von Clausewitz	Carl Von-Clausewitz	male	NA	Magdeburg	Germany	NA	NA	NA
Walt Disney	Walt Disney	male	Burbank	California	USA	right	married	NA
Walt Whitman	Walt Whitman	male	West Hills	New York	USA	left	single	NA
Walter White	Walter White	male	Albuquerque	New Mexico	USA	libertarian	married to Skyler White	fictional
Warren Buffett	Warren Buffett	male	Omaha	Nebraska	USA	right	married	NA
Wayne Gretzky	Wayne Gretzky	male	Brantford	Ontario	Canada	NA	married	NA
Wayne Rooney	Wayne Rooney	male	Croxteth	Liverpool	UK	NA	married to Colleen Rooney	NA
Weird Al Yankovic	Al Yankovic	male	NA	Hawaii	USA	NA	NA	NA
Will Smith	Will Smith	male	Philadelphia	Pennsylvania	USA	moderate	married to Jada Pinkett Smith	NA
William Randolph Hearst	William-Randolph Hearst	male	San Simeon	California	USA	right	married	NA
William Shakespeare	William Shakespeare	male	The Globe Theatre	London	UK	NA	married to Anne Hathaway	NA
William Shatner	William Shatner	male	Montreal Island	Quebec	Canada	NA	married	NA
Willy Wonka	Willy Wonka	male	Nördlingen	Bavaria	Germany	NA	single	fictional
Winston Churchill	Winston Churchill	male	Blenheim Palace	Woodstock	UK	right	married	NA
Wolfgang Amadeus Mozart	Wolfgang Mozart	male	NA	Salzburg	Austria	NA	married to Constance Mozart	NA
Kenny G	Kenny Gorelick	male	Seattle	Washington State	USA	NA	NA	NA
Woody Allen	Woody Allen	male	Manhattan	New York City	USA	left	married to Soon-Yi Previn	NA
Woody Guthrie	Woody Guthrie	male	Okemah	Oklahoma	USA	left	NA	NA
Wyatt Earp	Wyatt Earp	male	Tombstone	Arizona	USA	right	married	NA
Yogi Berra	Yogi Berra	male	St. Louis	Missouri	USA	NA	NA	NA
Zsa Zsa Gabor	Zsa-Zsa Gabor	female	Beverly Hills	California	USA	NA	divorced	NA
Pinocchio	Pinocchio	male	Collodi	Tuscany	Italy	NA	single	fictional
Yoda	Yoda	male	NA	NA	Dagobah	left	single	fictional
Saul Goodman	Saul Goodman	male	Albuquerque	New Mexico	USA	libertarian	single	fictional
Stanley Kowalski	Stanley Kowalski	male	New Orleans	Louisiana	USA	right	married to Stella Kowalski	fictional
Blanche DuBois	Blanche DuBois	female	New Orleans	Louisiana	USA	NA	single	fictional
Ron Burgundy	Ron Burgundy	male	San Diego	California	USA	right	married	fictional
Rain Man	Raymind Babbitt	male	Cincinnati	Ohio	USA	NA	single	fictional
Inspector Gadget	Garry Gadget	male	Montreal	Quebec	Canada	NA	single	fictional
Professor Hans Zarkov	 Hans Zarkov	male	NA	NA	Mongo	NA	single	fictional
H.A.L. 9000	H.A.L.	male	NA	NA	Jupiter	NA	single	fictional
Walter Mitty	Walter Mitty	male	Cincinnati	Ohio	USA	NA	married	fictional
Xena	Xena	female	NA	Athens	Greece	libertarian	dating Gabrielle	fictional
Inspector Clouseau	Jacques Clouseau	male	11th arrondissement	Paris	France	NA	single	fictional
Joey Tribbiani	Joey Tribbiani	male	Manhattan	New York City	USA	NA	single	fictional
Chandler Bing	Chandler Bing	male	Manhattan	New York City	USA	NA	married to Monica Gellar	fictional
Monica Geller	Monica Geller	female	Manhattan	New York City	USA	NA	married to Chandler Bing	fictional
Ross Geller	Ross Geller	male	Manhattan	New York City	USA	NA	dating Rachel Green	fictional
Rachel Green	Rachel Green	female	Manhattan	New York City	USA	NA	dating Ross Gellar	fictional
Phoebe Buffay	Phoebe Buffay	female	Manhattan	New York City	USA	NA	single	fictional
Liz Lemon	Liz Lemon	female	Rockerfeller Center	New York City	USA	left	single	fictional
Jack Donaghy	Jack Donaghy	male	Rockerfeller Center	New York City	USA	right	married	fictional
Tracy Jordan	Tracy Jordan	male	Rockerfeller Center	New York City	USA	NA	married	fictional
Jenna Maroney	Jenna Maroney	female	Rockerfeller Center	New York City	USA	NA	single	fictional
Kenneth Parcell 	Kenneth Parcell 	male	Rockerfeller Center	New York City	USA	NA	single	fictional
Mr. Spock	Leonard Spock	male	NA	NA	Vulcan	NA	single	fictional
Jesse Pinkman	Jesse Pinkman	male	Albuquerque	New Mexico	USA	libertarian	single	fictional
Gustavo Fring	Gustavo Fring	male	Albuquerque	New Mexico	USA	right	single	fictional
Don Draper	Don Draper	male	Manhattan	New York City	USA	moderate	divorced	fictional
Leroy Jethro Gibbs	Leroy Gibbs	male	Navy Boat Yards	Virginia	USA	NA	divorced	fictional
Tony DiNozzo	Tony DiNozzo	male	Navy Boat Yards	Virginia	USA	NA	single	fictional
Timothy McGee	Timothy McGee	male	Navy Boat Yards	Virginia	USA	NA	single	fictional
